Gas consumption package calculation
Gas type - "methane"
Gas press ~ 15 MPa
Gas temp - 0 cel

Cycle #0 | Gas pressure drop = 0.0506627 MPa
0.56 | Mass consumption = 5479 kg/sec | Volume consumption = 51 m3/sec
0.57 | Mass consumption = 5579 kg/sec | Volume consumption = 51 m3/sec
0.58 | Mass consumption = 5679 kg/sec | Volume consumption = 52 m3/sec
0.59 | Mass consumption = 5778 kg/sec | Volume consumption = 53 m3/sec
0.6 | Mass consumption = 5878 kg/sec | Volume consumption = 54 m3/sec
0.61 | Mass consumption = 5978 kg/sec | Volume consumption = 55 m3/sec
0.62 | Mass consumption = 6077 kg/sec | Volume consumption = 56 m3/sec
0.63 | Mass consumption = 6177 kg/sec | Volume consumption = 57 m3/sec
0.64 | Mass consumption = 6276 kg/sec | Volume consumption = 58 m3/sec
0.65 | Mass consumption = 6376 kg/sec | Volume consumption = 59 m3/sec
0.66 | Mass consumption = 6476 kg/sec | Volume consumption = 60 m3/sec
0.67 | Mass consumption = 6575 kg/sec | Volume consumption = 61 m3/sec
0.68 | Mass consumption = 6675 kg/sec | Volume consumption = 62 m3/sec
0.69 | Mass consumption = 6775 kg/sec | Volume consumption = 63 m3/sec
0.7 | Mass consumption = 6874 kg/sec | Volume consumption = 64 m3/sec
0.71 | Mass consumption = 6974 kg/sec | Volume consumption = 64 m3/sec
0.72 | Mass consumption = 7074 kg/sec | Volume consumption = 65 m3/sec
0.73 | Mass consumption = 7173 kg/sec | Volume consumption = 66 m3/sec
0.74 | Mass consumption = 7273 kg/sec | Volume consumption = 67 m3/sec
0.75 | Mass consumption = 7372 kg/sec | Volume consumption = 68 m3/sec
0.76 | Mass consumption = 7472 kg/sec | Volume consumption = 69 m3/sec
0.77 | Mass consumption = 7572 kg/sec | Volume consumption = 70 m3/sec
0.78 | Mass consumption = 7671 kg/sec | Volume consumption = 71 m3/sec
0.79 | Mass consumption = 7771 kg/sec | Volume consumption = 72 m3/sec
0.8 | Mass consumption = 7871 kg/sec | Volume consumption = 73 m3/sec
0.81 | Mass consumption = 7970 kg/sec | Volume consumption = 74 m3/sec
0.82 | Mass consumption = 8070 kg/sec | Volume consumption = 75 m3/sec
0.83 | Mass consumption = 8170 kg/sec | Volume consumption = 76 m3/sec
0.84 | Mass consumption = 8269 kg/sec | Volume consumption = 77 m3/sec
0.85 | Mass consumption = 8369 kg/sec | Volume consumption = 77 m3/sec
0.86 | Mass consumption = 8468 kg/sec | Volume consumption = 78 m3/sec
0.87 | Mass consumption = 8568 kg/sec | Volume consumption = 79 m3/sec
0.88 | Mass consumption = 8668 kg/sec | Volume consumption = 80 m3/sec
0.89 | Mass consumption = 8767 kg/sec | Volume consumption = 81 m3/sec
0.9 | Mass consumption = 8867 kg/sec | Volume consumption = 82 m3/sec
0.91 | Mass consumption = 8967 kg/sec | Volume consumption = 83 m3/sec
0.92 | Mass consumption = 9066 kg/sec | Volume consumption = 84 m3/sec
0.93 | Mass consumption = 9166 kg/sec | Volume consumption = 85 m3/sec
0.94 | Mass consumption = 9265 kg/sec | Volume consumption = 86 m3/sec
0.95 | Mass consumption = 9365 kg/sec | Volume consumption = 87 m3/sec
0.96 | Mass consumption = 9465 kg/sec | Volume consumption = 88 m3/sec
0.97 | Mass consumption = 9564 kg/sec | Volume consumption = 89 m3/sec
0.98 | Mass consumption = 9664 kg/sec | Volume consumption = 90 m3/sec
0.99 | Mass consumption = 9764 kg/sec | Volume consumption = 90 m3/sec
1 | Mass consumption = 9863 kg/sec | Volume consumption = 91 m3/sec

Cycle #4 | Gas pressure drop = 0.253313 MPa
0.01 | Mass consumption = 0 kg/sec | Volume consumption = 0 m3/sec
0.02 | Mass consumption = 79 kg/sec | Volume consumption = 0 m3/sec
0.03 | Mass consumption = 159 kg/sec | Volume consumption = 1 m3/sec
0.04 | Mass consumption = 239 kg/sec | Volume consumption = 2 m3/sec
0.05 | Mass consumption = 319 kg/sec | Volume consumption = 2 m3/sec
0.06 | Mass consumption = 399 kg/sec | Volume consumption = 3 m3/sec
0.07 | Mass consumption = 479 kg/sec | Volume consumption = 4 m3/sec
0.08 | Mass consumption = 559 kg/sec | Volume consumption = 5 m3/sec
0.09 | Mass consumption = 639 kg/sec | Volume consumption = 5 m3/sec
0.1 | Mass consumption = 719 kg/sec | Volume consumption = 6 m3/sec
0.11 | Mass consumption = 799 kg/sec | Volume consumption = 7 m3/sec
0.12 | Mass consumption = 879 kg/sec | Volume consumption = 8 m3/sec
0.13 | Mass consumption = 959 kg/sec | Volume consumption = 8 m3/sec
0.14 | Mass consumption = 1039 kg/sec | Volume consumption = 9 m3/sec
0.15 | Mass consumption = 1119 kg/sec | Volume consumption = 10 m3/sec
0.16 | Mass consumption = 1199 kg/sec | Volume consumption = 11 m3/sec
0.17 | Mass consumption = 1279 kg/sec | Volume consumption = 11 m3/sec
0.18 | Mass consumption = 1359 kg/sec | Volume consumption = 12 m3/sec
0.19 | Mass consumption = 1439 kg/sec | Volume consumption = 13 m3/sec
0.2 | Mass consumption = 1519 kg/sec | Volume consumption = 14 m3/sec
0.21 | Mass consumption = 1599 kg/sec | Volume consumption = 14 m3/sec
0.22 | Mass consumption = 1679 kg/sec | Volume consumption = 15 m3/sec
0.23 | Mass consumption = 1759 kg/sec | Volume consumption = 16 m3/sec
0.24 | Mass consumption = 1839 kg/sec | Volume consumption = 17 m3/sec
0.25 | Mass consumption = 1919 kg/sec | Volume consumption = 17 m3/sec
0.26 | Mass consumption = 1999 kg/sec | Volume consumption = 18 m3/sec
0.27 | Mass consumption = 2079 kg/sec | Volume consumption = 19 m3/sec
0.28 | Mass consumption = 2159 kg/sec | Volume consumption = 20 m3/sec
0.29 | Mass consumption = 2239 kg/sec | Volume consumption = 20 m3/sec
0.3 | Mass consumption = 2319 kg/sec | Volume consumption = 21 m3/sec
0.31 | Mass consumption = 2399 kg/sec | Volume consumption = 22 m3/sec
0.32 | Mass consumption = 2479 kg/sec | Volume consumption = 23 m3/sec
0.33 | Mass consumption = 2559 kg/sec | Volume consumption = 23 m3/sec
0.34 | Mass consumption = 2639 kg/sec | Volume consumption = 24 m3/sec
0.35 | Mass consumption = 2719 kg/sec | Volume consumption = 25 m3/sec
0.36 | Mass consumption = 2799 kg/sec | Volume consumption = 26 m3/sec
0.37 | Mass consumption = 2879 kg/sec | Volume consumption = 26 m3/sec
0.38 | Mass consumption = 2959 kg/sec | Volume consumption = 27 m3/sec
0.39 | Mass consumption = 3039 kg/sec | Volume consumption = 28 m3/sec
0.4 | Mass consumption = 3119 kg/sec | Volume consumption = 29 m3/sec
0.41 | Mass consumption = 3199 kg/sec | Volume consumption = 29 m3/sec
0.42 | Mass consumption = 3279 kg/sec | Volume consumption = 30 m3/sec
0.43 | Mass consumption = 3359 kg/sec | Volume consumption = 31 m3/sec
0.44 | Mass consumption = 3439 kg/sec | Volume consumption = 32 m3/sec
0.45 | Mass consumption = 3519 kg/sec | Volume consumption = 32 m3/sec
0.46 | Mass consumption = 3599 kg/sec | Volume consumption = 33 m3/sec
0.47 | Mass consumption = 3679 kg/sec | Volume consumption = 34 m3/sec
0.48 | Mass consumption = 3759 kg/sec | Volume consumption = 35 m3/sec
0.49 | Mass consumption = 3839 kg/sec | Volume consumption = 35 m3/sec
0.5 | Mass consumption = 3919 kg/sec | Volume consumption = 36 m3/sec
0.51 | Mass consumption = 3999 kg/sec | Volume consumption = 37 m3/sec
0.52 | Mass consumption = 4079 kg/sec | Volume consumption = 38 m3/sec
0.53 | Mass consumption = 4159 kg/sec | Volume consumption = 38 m3/sec
0.54 | Mass consumption = 4239 kg/sec | Volume consumption = 39 m3/sec
0.55 | Mass consumption = 4319 kg/sec | Volume consumption = 40 m3/sec
0.56 | Mass consumption = 4399 kg/sec | Volume consumption = 40 m3/sec
0.57 | Mass consumption = 4479 kg/sec | Volume consumption = 41 m3/sec
0.58 | Mass consumption = 4559 kg/sec | Volume consumption = 42 m3/sec
0.59 | Mass consumption = 4639 kg/sec | Volume consumption = 43 m3/sec
0.6 | Mass consumption = 4719 kg/sec | Volume consumption = 43 m3/sec
0.61 | Mass consumption = 4799 kg/sec | Volume consumption = 44 m3/sec
0.62 | Mass consumption = 4879 kg/sec | Volume consumption = 45 m3/sec
0.63 | Mass consumption = 4959 kg/sec | Volume consumption = 46 m3/sec
0.64 | Mass consumption = 5039 kg/sec | Volume consumption = 46 m3/sec
0.65 | Mass consumption = 5119 kg/sec | Volume consumption = 47 m3/sec
0.66 | Mass consumption = 5199 kg/sec | Volume consumption = 48 m3/sec
0.67 | Mass consumption = 5279 kg/sec | Volume consumption = 49 m3/sec
0.68 | Mass consumption = 5359 kg/sec | Volume consumption = 49 m3/sec
0.69 | Mass consumption = 5439 kg/sec | Volume consumption = 50 m3/sec
0.7 | Mass consumption = 5519 kg/sec | Volume consumption = 51 m3/sec
0.71 | Mass consumption = 5599 kg/sec | Volume consumption = 52 m3/sec
0.72 | Mass consumption = 5679 kg/sec | Volume consumption = 52 m3/sec
0.73 | Mass consumption = 5759 kg/sec | Volume consumption = 53 m3/sec
0.74 | Mass consumption = 5839 kg/sec | Volume consumption = 54 m3/sec
0.75 | Mass consumption = 5919 kg/sec | Volume consumption = 55 m3/sec
0.76 | Mass consumption = 5999 kg/sec | Volume consumption = 55 m3/sec
0.77 | Mass consumption = 6079 kg/sec | Volume consumption = 56 m3/sec
0.78 | Mass consumption = 6159 kg/sec | Volume consumption = 57 m3/sec
0.79 | Mass consumption = 6239 kg/sec | Volume consumption = 58 m3/sec
0.8 | Mass consumption = 6319 kg/sec | Volume consumption = 58 m3/sec
0.81 | Mass consumption = 6399 kg/sec | Volume consumption = 59 m3/sec
0.82 | Mass consumption = 6479 kg/sec | Volume consumption = 60 m3/sec
0.83 | Mass consumption = 6559 kg/sec | Volume consumption = 61 m3/sec
0.84 | Mass consumption = 6639 kg/sec | Volume consumption = 61 m3/sec
0.85 | Mass consumption = 6719 kg/sec | Volume consumption = 62 m3/sec
0.86 | Mass consumption = 6799 kg/sec | Volume consumption = 63 m3/sec
0.87 | Mass consumption = 6879 kg/sec | Volume consumption = 64 m3/sec
0.88 | Mass consumption = 6959 kg/sec | Volume consumption = 64 m3/sec
0.89 | Mass consumption = 7038 kg/sec | Volume consumption = 65 m3/sec
0.9 | Mass consumption = 7118 kg/sec | Volume consumption = 66 m3/sec
0.91 | Mass consumption = 7198 kg/sec | Volume consumption = 67 m3/sec
0.92 | Mass consumption = 7278 kg/sec | Volume consumption = 67 m3/sec
0.93 | Mass consumption = 7358 kg/sec | Volume consumption = 68 m3/sec
0.94 | Mass consumption = 7438 kg/sec | Volume consumption = 69 m3/sec
0.95 | Mass consumption = 7518 kg/sec | Volume consumption = 70 m3/sec
0.96 | Mass consumption = 7598 kg/sec | Volume consumption = 70 m3/sec
0.97 | Mass consumption = 7678 kg/sec | Volume consumption = 71 m3/sec
0.98 | Mass consumption = 7758 kg/sec | Volume consumption = 72 m3/sec
0.99 | Mass consumption = 7838 kg/sec | Volume consumption = 73 m3/sec
1 | Mass consumption = 7918 kg/sec | Volume consumption = 73 m3/sec
